id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
215,وعلى الرغم من تركه العرض في عام 1993، فقد احتفظ بلقب المنتج التنفيذي، واستمر في الحصول على عشرات الملايين من الدولارات كل موسم على هيئة إتاوات.,بالرغم من مغادرته العرض في سنة 1993، إلا أنه احتفظ بلقب المنتج التنفيذي، واستمر في تلقي عشرات الملايين من الدولارات كل موسم من الحقوق الأدبية.,على الرغم من مغادرته العرض في عام 1993، إلا أنه احتفظ بلقب المنتج التنفيذي، واستمر في تلقي عشرات الملايين من الدولارات كل موسم كإيرادات.,0.9073215126991272,0.9015321135520935,0.9044175148010254,0.9225490689277649,0.9232569932937622,0.9229028820991516
216,في وقت سابق وكالة الأخبار الصينية Xinhua أبلغ طائرة للاختطاف.,أعلنت وكالة الأنباء الصينية شينوا في وقت سابق عن اختطاف طائرة.,في وقت سابق، أفادت وكالة أنباء شينخوا الصينية بأنه تم اختطاف طائرة.,0.8626886010169983,0.8578263521194458,0.8602505922317505,0.8462960720062256,0.8279374837875366,0.8370161652565002
217,وذكرت تقارير لاحقة بعد ذلك أن الطائرة تلقت تهديدا بقنبلة وأعيدت إلى أفغانستان حيث هبطت في قندهار.,أفادت تقارير لاحقة أن الطائرة قد تم تهديدها بوجود قنبلة على متنها ومن ثم عادت أدراجها إلى أفغانستان وهبطت في كانداهار.,ذكرت التقارير لاحقًا أن الطائرة تلقت تهديدًا بوجود قنبلة وتم تحويلها للعودة إلى أفغانستان، حيث هبطت في قندهار.,0.8585665225982666,0.8313019275665283,0.8447142839431763,0.9108875393867493,0.9007817506790161,0.9058064222335815
218,وتفيد التقارير الأولية أن الطائرة أعيدت إلى أفغانستان بعد أن حُرمت من الهبوط الطارئ في أورومقي.,"وتقول التقارير الاولية أنه تم تحويل طائرة العودة إلى أفغانستان بعد أن حرم بهبوط اضطراري في ""أورومتشي"".",تشير التقارير الأولية إلى أن الطائرة تم تحويلها للعودة إلى أفغانستان بعد رفض هبوطها الطارئ في أورومتشي.,0.8562121987342834,0.8419193625450134,0.8490056395530701,0.8790087699890137,0.8806723356246948,0.8798397779464722
219,والحوادث الجوية شائعة في إيران، التي لديها أساطيل شيخوخة لا تتم صيانتها بشكل جيد سواء بالنسبة للعمليات المدنية أو العسكرية.,الحوادث الجوية شائعة الحدوث في إيران، التي لديها أسطول شائخ لا تقوم بصيانته بشكل جيد للعمليات المدنية والعسكرية.,حوادث الطيران شائعة في إيران، التي لديها أسطول قديم يتم صيانته بشكل سيء سواء للعمليات المدنية أو العسكرية.,0.8760271072387695,0.8713866472244263,0.8737006783485413,0.8669597506523132,0.8912522792816162,0.8789381980895996
220,وتعني الجزاءات الدولية أنه لا يمكن شراء طائرات جديدة.,تشمل العقوبات الدولية منع شراء طائرات جديدة.,العقوبات الدولية تعني أنه لا يمكن شراء طائرات جديدة.,0.8119356632232666,0.8524175882339478,0.8316842913627625,0.8928747177124023,0.9152641296386719,0.9039308428764343
221,وفي وقت سابق من هذا الأسبوع، أدى حادث تحطم طائرة هليكوبتر تابعة للشرطة إلى مقتل ثلاثة أشخاص وجرح ثلاثة آخرين.,تحطمت في وقت سابق هذا الأسبوع طوافة للشرطة فقُتل 3 أشخاص وجُرح 3 آخرين.,في وقت سابق من هذا الأسبوع، تحطمت مروحية للشرطة مما أسفر عن مقتل ثلاثة أشخاص وإصابة ثلاثة آخرين.,0.8031047582626343,0.836402952671051,0.8194156885147095,0.8663240075111389,0.8946852684020996,0.8802763223648071
222,شهدت إيران في الشهر الماضي أسوأ كارثة جوية في سنوات عندما تحطمت طائرة متجهة إلى أرمينيا، مما أدى إلى مقتل 168 على متن الطائرة.,في الشهر الماضي شهدت إيران أسوأ كارثة جوية منذ سنوات عندما تحطمت طائرة متجهة إلى أرمينيا، مما أسفر عن مقتل 168 شخصاً كانوا على متنها.,شهدت إيران في الشهر الماضي أسوأ كارثة جوية لها منذ سنوات عندما تحطمت طائرة ركاب كانت متوجهة إلى أرمينيا، مما أسفر عن مقتل 168 شخصًا كانوا على متنها.,0.952056884765625,0.9317129850387573,0.9417750835418701,0.9397032260894775,0.9024899005889893,0.9207206964492798
223,وشهد الشهر نفسه طائرة طيران أخرى اجتاحت مدرجا في مشهد وضربت جدارا فقتلت سبعة عشر.,أسفر احتياج طائرة ركاب أخرى مدرجاً في مشهد واصطدمت بجدار، وهو ما نتج عنه مقتل سبعة عشر شخصاً.,شهد نفس الشهر حادثة أخرى حيث خرجت طائرة من مسارها في مشهد واصطدمت بجدار، مما أسفر عن مقتل سبعة عشر شخصًا.,0.7872519493103027,0.7596331834793091,0.7731959819793701,0.809573769569397,0.7793722152709961,0.794185996055603
224,لقد ألغى (أيروسميث) حفلاتهم الموسيقية المتبقية في جولتهم.,قامت فرقة إيروشميث بإلغاء باقي حفلاتهم في جولتهم الموسيقية.,ألغَى فريق أيروسميث الحفلات المتبقية في جولتهم.,0.8400903344154358,0.8356361389160156,0.8378573656082153,0.8481409549713135,0.8758749961853027,0.8617848753929138
225,وكان من المقرر أن تجول فرقة الروك في الولايات المتحدة وكندا حتى 16 سبتمبر.,كان مقرراً لفريق موسيقى الروك القيام بجولة في كلٍ من الولايات المتحدة الأمريكية وكندا إلى يوم 16 سبتمبر/أيلول.,كانت الفرقة الموسيقية ستجري جولة في الولايات المتحدة وكندا حتى 16 سبتمبر.,0.8655915260314941,0.8069930076599121,0.8352658152580261,0.8337581157684326,0.8510918617248535,0.8423358201980591
226,لقد قاموا بإلغاء الجولة بعد أن أصيب المغني الرئيسي (ستيفن تايلر) بعد أن سقط من المسرح أثناء أداءه في الخامس من أغسطس,"وقد الغوا الجولة بعد إصابة المطرب الرئيسي ""ستيفن تايلر"" بعد أن سقط من على خشبة المسرح أثناء أدائه في الخامس من أغسطس.",لقد ألغوا الجولة بعد أن أصيب المغني الرئيسي ستيفن تايلر عندما سقط من المسرح أثناء الأداء في الخامس من أغسطس.,0.8932684659957886,0.8825180530548096,0.8878607153892517,0.910589337348938,0.9372693300247192,0.9237367510795593
227,خسر موراي المجموعة الأولى في كسر ربطة عنق بعد كل من الرجلين عقد كل و كل خدمة في المجموعة.,خسر موراي المجموعة الأولى في شوط كسر التعادل، بعد كسر كلا اللاعبين لجميع ضربات الإرسال بالمجموعة بالكامل.,خسر موراي المجموعة الأولى في شوط كسر التعادل بعد أن احتفظ كلا الرجلين بكل إرسال في المجموعة.,0.7876220941543579,0.7530692219734192,0.7699581980705261,0.8404732346534729,0.8292428851127625,0.8348202705383301
228,كان لدى (ديل بوتو) ميزة مبكرة في المجموعة الثانية، لكن هذا أيضاً تطلب كسر ربطة عنق بعد الوصول إلى 6-6.,حصل ديل بوترو على ميزة مبكرة في المجموعة الثانية، لكن هذا تطلب أيضاً كسر التعادل بعد الوصول إلى 6-6.,كان لدى ديل بوترو الأفضلية المبكرة في المجموعة الثانية، لكن ذلك أيضاً تطلب شوط كسر التعادل بعد الوصول إلى 6-6.,0.9044981002807617,0.913307249546051,0.9088813662528992,0.9027848839759827,0.8983020782470703,0.90053790807724
